Name,Code,Meang
CAUSE_FACTOR,8852,"FIRE IN BRAKES,WHEEL ASSEMBLY,WHEEL WELL"
CAUSE_FACTOR,8853,ASYMETRICAL FLAPS
CAUSE_FACTOR,8854,LATERAL IMBALANCE
CAUSE_FACTOR,8855,CORRODED/CORROSION
CAUSE_FACTOR,8856,INCORRECT TRIM SETTING
CAUSE_FACTOR,8860,CARGO SHIFTED
CAUSE_FACTOR,8861,CONGESTED TRAFFIC-PATTERN
CAUSE_FACTOR,8862,PILOT FATIGUE
CAUSE_FACTOR,8863,FUEL EXHAUSTION
CAUSE_FACTOR,8864,FUEL CONTAMINATION-EXCLUSIVE OF WATER IN FUEL
CAUSE_FACTOR,8865,PILOT SUFFERED HEART ATTACK
CAUSE_FACTOR,8866,HYPERVENTILATION
CAUSE_FACTOR,8867,ALCOHOLIC IMPAIRMENT OF EFFICIENCY AND JUDGMENT
CAUSE_FACTOR,8868,HYPOXIA
CAUSE_FACTOR,8869,CARBON MONOXIDE POISONING
CAUSE_FACTOR,8870,ICE-IN FUEL
CAUSE_FACTOR,8871,ICE-ENGINE
CAUSE_FACTOR,8872,ICE-CARBURETOR
CAUSE_FACTOR,8873,ICE-PROPELLER
CAUSE_FACTOR,8874,AIRFRAME ICE
CAUSE_FACTOR,8875,ICE-WINDSHIELD
CAUSE_FACTOR,8876,IMPROPERLY LOADED AIRCRAFT-WEIGHT-AND/OR C.G.
CAUSE_FACTOR,8877,INTERFERENCE WITH FLIGHT CONTROLS
CAUSE_FACTOR,8878,WHITEOUT
CAUSE_FACTOR,8879,SUNGLARE
CAUSE_FACTOR,8880,"LACK OF LUBRICATION-SPECIFIC PART,NOT SYSTEM"
CAUSE_FACTOR,8881,OIL EXHAUSTION-ENGINE LUBRICATION SYSTEM
CAUSE_FACTOR,8882,0IL EXHAUSTION-PROPELLER SYSTEM
CAUSE_FACTOR,8883,OIL CONTAMINATION
CAUSE_FACTOR,8884,OXYGEN SYSTEM-IMPROPER USE OF/OR FAILED TO USE
CAUSE_FACTOR,8885,SIMULATED CONDITIONS
CAUSE_FACTOR,8886,FUEL SIPHONING
CAUSE_FACTOR,8887,WATER IN FUEL
CAUSE_FACTOR,8888,AIRCRAFT CAME TO REST IN WATER
CAUSE_FACTOR,8889,"FROZEN, MOISTURE"
CAUSE_FACTOR,8890,MISSING
CAUSE_FACTOR,8891,TOUCH AND GO LANDING
CAUSE_FACTOR,8892,HYDROPLANING ON WET RUNWAY
CAUSE_FACTOR,8893,SEAT BELT SIGN OFF
CAUSE_FACTOR,8894,OVERLOAD FAILURE
CAUSE_FACTOR,8895,MATERIAL FAILURE
CAUSE_FACTOR,8896,FUEL STARVATION
CAUSE_FACTOR,8897,OIL STARVATION
CAUSE_FACTOR,8898,IMPROPER CLEARANCE-TOLERANCE
CAUSE_FACTOR,8899,FUEL SELECTOR POSITIONED BETWEEN TANKS
CAUSE_FACTOR,88AB,TIEDOWN LINES SNAPPED
CAUSE_FACTOR,88AC,FIRE OF UNDETERMINED ORIGIN
CAUSE_FACTOR,88AD,UNAPPROVED MODIFICATION
CAUSE_FACTOR,88AE,IMPROPER/INADEQUATE VENTING
CAUSE_FACTOR,88AF,"ACTION,LACK OF"
CAUSE_FACTOR,88AG,POOR WELD
CAUSE_FACTOR,88AH,PREVIOUS DAMAGE
CAUSE_FACTOR,88AI,BRAKES FROZEN
CAUSE_FACTOR,88AJ,LEAK/LEAKAGE
CAUSE_FACTOR,88AK,LOW FLUID LEVEL
CAUSE_FACTOR,88AL,CIRCUIT BREAKER POPPED
CAUSE_FACTOR,88AM,ARCING
CAUSE_FACTOR,88AN,LOW COMPRESSION
CAUSE_FACTOR,88AP,RUNWAY CLOSED
CAUSE_FACTOR,88AQ,DOWNWIND
CAUSE_FACTOR,88AR,CARBON DEPOSITS
CAUSE_FACTOR,88AS,LANDED IN CONSTRUCTION AREA
CAUSE_FACTOR,88AT,OVER TORQUED
CAUSE_FACTOR,88AU,UNDER TORQUED
CAUSE_FACTOR,88AV,"LOOSE,PART/FITTING"
CAUSE_FACTOR,88AW,FEMALE PILOT
CAUSE_FACTOR,88AX,GROUND RESONANCE
CAUSE_FACTOR,88AZ,BENT
CAUSE_FACTOR,88BA,BINDING
CAUSE_FACTOR,88BC,BRITTLE
CAUSE_FACTOR,88BD,BUCKLED
CAUSE_FACTOR,88BE,BURST
CAUSE_FACTOR,88BF,BURNED
CAUSE_FACTOR,88BG,CHAFED
CAUSE_FACTOR,88BH,CHATTERING
CAUSE_FACTOR,88BI,CHIPPED
CAUSE_FACTOR,88BJ,COLLAPSED
CAUSE_FACTOR,88BK,CROSSED
CAUSE_FACTOR,88BL,DETERIORATED
CAUSE_FACTOR,88BM,DISCONNECTED
CAUSE_FACTOR,88BN,DISTORTED
CAUSE_FACTOR,88BP,ELONGATED
CAUSE_FACTOR,88BQ,EXCESSIVE-WEAR/PLAY
CAUSE_FACTOR,88BR,ERRATIC
CAUSE_FACTOR,88BS,FLUCTUATING
CAUSE_FACTOR,88BT,FLUTTER
CAUSE_FACTOR,88BU,FRAYED
CAUSE_FACTOR,88BV,"FRICTION,EXCESSIVE"
CAUSE_FACTOR,88BW,"FUNGUS,EFFECT"
CAUSE_FACTOR,88BX,GROUNDED
CAUSE_FACTOR,88BY,EXCESSIVE VOLTAGE
CAUSE_FACTOR,88BZ,HIGH VOLTAGE BREAKDOWN
CAUSE_FACTOR,88CB,IMPROPERLY INSTALLED
CAUSE_FACTOR,88CD,JAMMED
CAUSE_FACTOR,88CE,NICKED
CAUSE_FACTOR,88CF,OBSTRUCTED
CAUSE_FACTOR,88CG,OPEN
CAUSE_FACTOR,88CH,OUT OF BALANCE
CAUSE_FACTOR,88CI,OVERHEATED
CAUSE_FACTOR,88CJ,PINCHED
CAUSE_FACTOR,88CK,EXCESSIVE PRESSURE
CAUSE_FACTOR,88CL,PRESSURE TOO LOW
CAUSE_FACTOR,88CM,"PRESSURE,NONE"
CAUSE_FACTOR,88CN,SCORED
CAUSE_FACTOR,88CP,SHEARED
CAUSE_FACTOR,88CQ,STICKING
CAUSE_FACTOR,88CR,STRIPPED
CAUSE_FACTOR,88CS,STUCK
CAUSE_FACTOR,88CT,EXCESSIVE TEMPERATURE
CAUSE_FACTOR,88CU,TEMPERATURE TOO LOW
CAUSE_FACTOR,88CV,"VIBRATION,EXCESSIVE"
CAUSE_FACTOR,88CW,WARPED
CAUSE_FACTOR,88CX,CONGESTED RAMP/TAXIWAY
CAUSE_FACTOR,88CY,ICE INDUCTION
CAUSE_FACTOR,88CZ,SEAT BELT SIGN ON
CAUSE_FACTOR,88DA,FIRE IN WING
CAUSE_FACTOR,88DB,FIRE IN EMPENNAGE
CAUSE_FACTOR,88DC,LOAD NOT JETTISONED
CAUSE_FACTOR,88DE,FAILED TO USE LANDING LIGHT(S)
CAUSE_FACTOR,88DF,INTENTIONAL GROUND-WATER-LOOP-SWERVE
CAUSE_FACTOR,88DG,INTENTIONAL WHEELS-UP
CAUSE_FACTOR,88DH,RAN OFF END OF RUNWAY
CAUSE_FACTOR,88DI,AUTOMATIC LANDING
OPERATION_PHASE,**,OPERATIONAL PHASE
OPERATION_PHASE,A,STATIC
OPERATION_PHASE,A0,STATIC - STARTING ENGINE(S)
OPERATION_PHASE,A1,STATIC - IDLING ENGINE(S)
OPERATION_PHASE,A2,STATIC - ENGINE RUNUP
OPERATION_PHASE,A3,STATIC - IDLING ROTORS
OPERATION_PHASE,A4,STATIC - PARKED-ENGINES NOT OPERATING
OPERATION_PHASE,A7,STATIC - OTHER
OPERATION_PHASE,B,TAXI
OPERATION_PHASE,B0,TAXI - TO TAKEOFF
OPERATION_PHASE,B1,TAXI - FROM LANDING
OPERATION_PHASE,B2,TAXI - OTHER
OPERATION_PHASE,B4,TAXI - GROUND TAXI TO TAKEOFF
OPERATION_PHASE,B5,TAXI - GROUND TAXI FROM LANDING
OPERATION_PHASE,B6,"TAXI - GROUND TAXI, OTHER"
OPERATION_PHASE,B7,TAXI - AERIAL TAXI TO TAKEOFF
OPERATION_PHASE,B8,TAXI - AERIAL TAXI TO/FROM LANDING
OPERATION_PHASE,B9,"TAXI - AERIAL TAXI, OTHER"
OPERATION_PHASE,C,TAKEOFF
OPERATION_PHASE,C0,TAKEOFF - RUN
OPERATION_PHASE,C1,TAKEOFF - INITIAL CLIMB
OPERATION_PHASE,C2,TAKEOFF - VERTICAL
OPERATION_PHASE,C3,TAKEOFF - RUNNING
OPERATION_PHASE,C4,TAKEOFF - ABORTED (FIXED-WING)
OPERATION_PHASE,C5,TAKEOFF - ABORTED (ROTORCRAFT/VTOL)
OPERATION_PHASE,C6,TAKEOFF - ABORTED (ROTORCRAFT/STOL)
OPERATION_PHASE,C8,TAKEOFF - OTHER
OPERATION_PHASE,D,IN FLIGHT
OPERATION_PHASE,D0,IN FLIGHT - CLIMB TO CRUISE
OPERATION_PHASE,D1,IN FLIGHT - NORMAL CRUISE
OPERATION_PHASE,D2,IN FLIGHT - DESCENDING
OPERATION_PHASE,D3,IN FLIGHT - HOLDING
OPERATION_PHASE,D4,IN FLIGHT - HOVERING
OPERATION_PHASE,D5,IN FLIGHT - POWER-ON DESCENT
OPERATION_PHASE,D6,IN FLIGHT - AUTOROTATIVE DESCENT
OPERATION_PHASE,D7,IN FLIGHT - ACROBATICS
OPERATION_PHASE,D8,IN FLIGHT - BUZZING
OPERATION_PHASE,D9,IN FLIGHT - UNCONTROLLED DESCENT
OPERATION_PHASE,DA,IN FLIGHT - EMERGENCY DESCENT
OPERATION_PHASE,DB,IN FLIGHT - LOW PASS
OPERATION_PHASE,DC,IN FLIGHT - OTHER
OPERATION_PHASE,DD,IN FLIGHT - EN ROUTE TO TREAT CROP
OPERATION_PHASE,DE,IN FLIGHT - EN ROUTE TO RELOADING AREA
OPERATION_PHASE,DF,IN FLIGHT - SURVEY FIELD/AREA
OPERATION_PHASE,DG,IN FLIGHT - STARTING SWATH RUN
OPERATION_PHASE,DH,IN FLIGHT - SWATH RUN
OPERATION_PHASE,DI,IN FLIGHT - FLAREOUT FOR SWATH RUN
OPERATION_PHASE,DJ,IN FLIGHT - PULLUP FROM SWATH RUN
OPERATION_PHASE,DK,IN FLIGHT - PROCEDURE TURNAROUND
OPERATION_PHASE,DL,IN FLIGHT - CLEANUP SWATH
OPERATION_PHASE,DM,IN FLIGHT - MANEUVER TO AVOID OBSTRUCTION
OPERATION_PHASE,DN,IN FLIGHT - RETURN TO STRIP
OPERATION_PHASE,E,LANDING
OPERATION_PHASE,EA,LANDING - TRAFFIC PATTERN-CIRCLING
OPERATION_PHASE,EB,LANDING - FINAL APPROACH
OPERATION_PHASE,EC,LANDING - INITIAL APPROACH
OPERATION_PHASE,ED,LANDING - FINAL APPROACH
OPERATION_PHASE,EE,LANDING - LEVEL OFF/TOUCHDOWN
OPERATION_PHASE,EF,LANDING - ROLL
OPERATION_PHASE,EG,LANDING - ROLL-ON/RUN-ON
OPERATION_PHASE,EH,LANDING - POWER-ON LANDING
OPERATION_PHASE,EI,LANDING - POWER-OFF AUTOROTATIVE LANDING
OPERATION_PHASE,EJ,LANDING - GO-AROUND
OPERATION_PHASE,EK,LANDING - MISSED APPROACH
OPERATION_PHASE,EY,LANDING - OTHER
OPERATION_PHASE,Z,UNKNOWN/NOT REPORTED
PRECIPITATION,**,PRECIPITATION AT ACCIDENT SITE
PRECIPITATION,A,HAIL
PRECIPITATION,B,SLEET
PRECIPITATION,C,DRIZZLE
PRECIPITATION,D,RAIN
PRECIPITATION,E,RAIN SHOWERS
PRECIPITATION,F,SNOW
PRECIPITATION,G,SNOW GRAINS/SNOW PELLETS
PRECIPITATION,H,SNOW SHOWERS
PRECIPITATION,I,THUNDERSTORM
PRECIPITATION,J,FREEZING DRIZZLE
PRECIPITATION,K,FREEZING RAIN
PRECIPITATION,L,NONE
PRECIPITATION,Z,UNKNOWN/NOT REPORTED
ACFT_ADAMG,**,AIRCRAFT DAMAGE
ACFT_ADAMG,D,DESTROYED
ACFT_ADAMG,M,MINOR
ACFT_ADAMG,N,NONE
ACFT_ADAMG,S,SUBSTANTIAL
ACFT_ADAMG,Z,UNKNOWN/NOT REPORTED
LIGHT_COND,**,CONDITIONS OF LIGHT
LIGHT_COND,A,DAWN
LIGHT_COND,B,DAYLIGHT
LIGHT_COND,C,DUSK
LIGHT_COND,D,NIGHT (DARK)
LIGHT_COND,E,NIGHT (MOONLIGHT-BRIGHT)
LIGHT_COND,Z,UNKNOWN/NOT REPORTED
LOCAT_STATE_TERR,**,"STATE, TERRITORY OR COUNTRY"
LOCAT_STATE_TERR,00,UNITED STATES
LOCAT_STATE_TERR,01,ALABAMA
LOCAT_STATE_TERR,02,ALASKA
LOCAT_STATE_TERR,03,ARIZONA
LOCAT_STATE_TERR,04,ARKANSAS
LOCAT_STATE_TERR,05,CALIFORNIA
LOCAT_STATE_TERR,06,COLORADO
LOCAT_STATE_TERR,07,CONNECTICUT
LOCAT_STATE_TERR,08,DELAWARE
LOCAT_STATE_TERR,09,FLORIDA
LOCAT_STATE_TERR,10,GEORGIA
LOCAT_STATE_TERR,11,HAWAII
LOCAT_STATE_TERR,12,IDAHO
LOCAT_STATE_TERR,13,ILLINOIS
LOCAT_STATE_TERR,14,INDIANA
LOCAT_STATE_TERR,15,IOWA
LOCAT_STATE_TERR,16,KANSAS
LOCAT_STATE_TERR,17,KENTUCKY
LOCAT_STATE_TERR,18,LOUISIANA
LOCAT_STATE_TERR,19,MAINE
LOCAT_STATE_TERR,20,MARYLAND
LOCAT_STATE_TERR,21,MASSACHUSETTS
LOCAT_STATE_TERR,22,MICHIGAN
LOCAT_STATE_TERR,23,MINNESOTA
LOCAT_STATE_TERR,24,MISSISSIPPI
LOCAT_STATE_TERR,25,MISSOURI
LOCAT_STATE_TERR,26,MONTANA
LOCAT_STATE_TERR,27,NEBRASKA
LOCAT_STATE_TERR,28,NEVADA
LOCAT_STATE_TERR,29,NEW HAMPSHIRE
LOCAT_STATE_TERR,30,NEW JERSEY
LOCAT_STATE_TERR,31,NEW MEXICO
LOCAT_STATE_TERR,32,NEW YORK
LOCAT_STATE_TERR,33,NORTH CAROLINA
LOCAT_STATE_TERR,34,NORTH DAKOTA
LOCAT_STATE_TERR,35,OHIO
LOCAT_STATE_TERR,36,OKLAHOMA
LOCAT_STATE_TERR,37,OREGON
LOCAT_STATE_TERR,38,PENNSYLVANIA
LOCAT_STATE_TERR,39,RHODE ISLAND
LOCAT_STATE_TERR,40,SOUTH CAROLINA
LOCAT_STATE_TERR,41,SOUTH DAKOTA
LOCAT_STATE_TERR,42,TENNESSEE
LOCAT_STATE_TERR,43,TEXAS
LOCAT_STATE_TERR,44,UTAH
LOCAT_STATE_TERR,45,VERMONT
LOCAT_STATE_TERR,46,VIRGINIA
LOCAT_STATE_TERR,47,WASHINGTON
LOCAT_STATE_TERR,48,WEST VIRGINIA
LOCAT_STATE_TERR,49,WISCONSIN
LOCAT_STATE_TERR,50,WYOMING
LOCAT_STATE_TERR,51,DISTRICT OF COLUMBIA
LOCAT_STATE_TERR,52,UNKNOWN/NOT REPORTED
LOCAT_STATE_TERR,60,U.S. TERRITORIES & POSSESIONS
LOCAT_STATE_TERR,61,PUERTO RICO
LOCAT_STATE_TERR,62,VIRGIN ISLANDS
LOCAT_STATE_TERR,63,SAMOA
LOCAT_STATE_TERR,64,OTHER-U.S.TERRITORIES&POSSES.
LOCAT_STATE_TERR,70,FOREIGN COUNTRIES
LOCAT_STATE_TERR,71,CANADA
LOCAT_STATE_TERR,72,MEXICO
LOCAT_STATE_TERR,73,CENTRAL AMERICA
LOCAT_STATE_TERR,74,SOUTH AMERICA
LOCAT_STATE_TERR,75,EUROPE
LOCAT_STATE_TERR,76,ASIA
LOCAT_STATE_TERR,77,AFRICA
LOCAT_STATE_TERR,78,AUSTRALIA
LOCAT_STATE_TERR,79,ICELAND
LOCAT_STATE_TERR,80,GREENLAND
LOCAT_STATE_TERR,81,OTHER-FOREIGN COUNTRIES
LOCAT_STATE_TERR,90,INTERNATIONAL WATER
LOCAT_STATE_TERR,91,PACIFIC OCEAN NORTH LATITUDES
LOCAT_STATE_TERR,92,PACIFIC OCEAN SOUTH LATITUDES
LOCAT_STATE_TERR,93,ATLANTIC OCEAN NORTH LAT.
LOCAT_STATE_TERR,94,ATLANTIC OCEAN SOUTH LAT.
LOCAT_STATE_TERR,95,OTHER-INTERNATIONAL WATERS
LOCAT_STATE_TERR,F,FOREIGN COUNTRIES
LOCAT_STATE_TERR,S,UNITED STATES
LOCAT_STATE_TERR,T,U.S.TERRITORIES & POSSESSIONS
LOCAT_STATE_TERR,W,INTERNATIONAL WATERS
